Comments,Target
"After a week of purchase, one of the ear isn't working.
The one that doesn't work today will work tomorrow and vise versa versa... Stopped using it",-1
"it has so much bass, and sound quality is good too. I won't advise to wear for too long as it causes ear ache",-1
"But it should have an app to control and set the ear pod. Eg to set the audio volume , to set the bass , to change song or to do other stuff... But the air bud is good and superb.",-1
"Nice sound. Very light, but not prone to very rapid head motions or the bluetooth will disengage.",-1
Good product. though I need to reset my bass if that's a thing. bought one for my hubby too and he likes it,-1
It’s okay,-1
I think the product meets requirement.,-1
Very good,-1
Working perfectly,-1
I love the bass,-1
I enjoyed it,-1
Battery life is good. Fitting in nice. Sound is dope. Bang for my bucks.,-1
"The sound is out of this world, with perfect bass, I love! love!! love it",-1
It works well. Satisfied with the output.,-1
"The device keeps disconnecting from my phone irrespective of the distance from my phone (even when I have my phone right in my pocket).
The brand is inefficient",-1
Very nice,-1
I really like it seriously,-1
Nice sound,-1
"It worth every kobo spent on it. 
The mic is good.
The battery life is awesome.
The Bass is nice.",-1
Very good and fast delivery ☺️,-1
Overall great product,-1
It's unique in every way,-1
"It's worth the money, sound is mad",-1
"Is working fine  it sounds laundry and clearly, I really like it and and am enjoying it.",-1
"This product is everything they described it to be and more, the bass on this piece is an upgrade on the freepods 2 for sure, i charged the case the day I received it and it was  5days later before i had to charge again, aside the pain you feel after a long time of having the pods on, its almost perfect.
Though i barely use both pods at the same time, maybe that's why it could stay for up to 5days before dropping to one bar on the case. ????",-1
The bass mode,-1
"Feels good, sounds good, looks good. Good for the price",-1
Only wish I can control the volume on the pods without touching my phone or other device,-1
Sound is top notch,-1
It’s sounds well,-1
It's nice though I have not used it,-1
Works well,-1
"This item is awesome,  an upgrade to 2,this 3 is the bomb",-1
Nice product,-1
I love the product,-1
Love that bass! Great range. Would have preferred a feminine voice saying 'connected',-1
"Best freepods so far
If you’re considering getting this, go ahead",-1
It make sense. Toms up,-1
I'll recommend this product,-1
It's a great product,-1
"The sound is superb, when I'm on call the person hears me perfectly. Oraimo is the best I have ever used . WELDON ORAIMO......I'M HAPPY CUS I GOT EXACTLY WHAT I PAID FOR",-1
I love your product,-1
Good sound and long lasting battery life,-1
Sound is so good no,-1
"The bass mode is so so incredible.
 Very loud also.  Just what i was looking for.",-1
The right eye free pods doesn't fit into my right ear other than that it's great,-1
"It last long and strong, it has fell from me like 3x and it still works perfectly although it can be improved",-1
Mad ????????????,-1
Long lasting battery life,-1
"The sound is just like a home theatre, very clear. Enough bass. The battery lasts very long. Kudos to Oraimo for this wonderful product!",-1
Came earlier than the said date. Thanks,-1
It's a very nice pod,-1
It’s perfect,-1
Maximum satisfaction at the right price,-1
This is exactly what I wanted,-1
"It gave me all I ever wanted…
Nice bass and good quality",-1
Strong,-1
"The 2 pairs didn't work at the same time,",-1
It works perfectly,-1
Everything and more just dont drop it!,-1
Working perfectly,-1
The best product of ever,-1
Really makes sense.  Honestly.  Battery very good. Sound very good. Will continue to purchase oraimo products.,-1
Oraimo on point,-1
Excellent sound,-1
I made a good investment,-1
It's good enough,-1
It's sound is great but it's latency while playing games is to high when makes it bad for gaming but minus that it's very okay,-1
Worth the money,-1
Need to be more ear friendly,-1
The Bass is everything,-1
I really love it????????,-1
Is nice,-1
Everything,-1
It's perfect for the price,-1
I love it,-1
Love the bass and the battery last for a long time,-1
Great sound,-1
"It's perfect, I love it's noise cancellation and the battery last long, now I can enjoy my music and my movies.",-1
"Once I put my phone in my pockets and I am connected to the FreePods, it begins to skip whatever is playing and it is very annoying",-1
It’s alright,-1
It has a great sound and voice clarity. I don't need to shout before they can hear me.,-1
Punchy bass but expected more functionality,-1
Okay for the price,-1
Perfect!!!!,-1
"The sounds that come out of it is amazing,you hear the beats and vocals very well.  Damn!!! I recommend you get yours now???????? But I suggest Oriamo developes an app for EQ",-1
Original,-1
Perfect,-1
very nice product,-1
Battery ???? is very strong.,-1
"Its awesome 
Even for iphones

But you guys really need to get a pouch for it",-1
Worth the hype,-1
Class of ipods????... Sound is great,-1
Took 5 days to be delivered but I think it’s worth it. My ear wan tear from the bass ❤️,-1
No issues at all,-1
I've used this for the past 3 days and i can say it's really good. It serves my purpose for buying it fully,-1
Really amazing,-1
Superb,-1
It's ok,-1
"Great bass. Good sound. Battery lasts well. Oraimo freepods 3 could be better tho... Wish the touch sensitivity could be better too. I picked a call once, and the sound refused to come up, I wasn't heard until I disconnected and connected again.",-1
"I trust oraimo 95%
????????????",-1
It’s cool,-1
Sounds nice and is comfortable,-1
"Nice one, though the ANC should be improved in subsequent models",-1
"As requested, sleek design, long lasting battery and bass is ????????",-1
Very much improved!,-1
"Super happy with this product. This seller is tested and trusted by me. Multiple buys from them and I always get super fast delivery. Also, their products are genuine.",-1
Perfect,-1
Simple to use,-1
"Great sound quality 
Excellent battery life.",-1
This earbud's battery is quite remarkable. I haven't charged it in 3 days now and I use it more than 8hrs daily . The sound is mind blowing for those of us that like that woofer sound. Mad Basssss!,-1
"Well, using it for over a month or less, everything is perfect, but the tips are not ear compact able, the tips wear out easily and come off, I feel more comfortable using it without the tips but at the expense of good bass",-1
so good and always reliable..,-1
Works perfectly well,-1
It needs to be louder,-1
The sound quality is nice and the battery is top notch,-1
The earbud is working perfectly. Wow! I love it.,-1
Perfect,-1
Longer battery time,-1
It doesn't connect to more than one device at a time,-1
The pair is no more working together after a week. One earbud works at a time,-1
The product is so lovely and wonderful,-1
Good quality sound. And the battery last well enough. I’m still tying to get used to the awkward soft-touch call answering buttons though. Good overall,-1
It's nice.,-1
Sometimes even in the case is still connected’ correct that n it will be just perfect..,-1
The Bass 4rm this airpod na die,-1
Very okay with the sounds quality but false to provide Actice noise cancelling inward  and outwards,-1
It works fine,-1
Good purchase.,-1
Let it connect 2 phones or more,-1
